v -0.382682 0.923880 -1.000000 
v 0.000000 0.000000 1.000000 
v -0.195089 0.980786 -1.000000 
v 0.000000 1.000000 -1.000000 
v 0.000000 0.000000 1.000000 
v 0.195090 0.980785 -1.000000 
v -0.555569 0.831470 -1.000000 
v 0.000000 0.000000 1.000000 
v -0.382682 0.923880 -1.000000 
v -0.707106 0.707108 -1.000000 
v 0.000000 0.000000 1.000000 
v -0.555569 0.831470 -1.000000 
v -0.831469 0.555571 -1.000000 
v 0.000000 0.000000 1.000000 
v -0.707106 0.707108 -1.000000 
v -0.923879 0.382684 -1.000000 
v 0.000000 0.000000 1.000000 
v -0.831469 0.555571 -1.000000 
v -0.980785 0.195091 -1.000000 
v 0.000000 0.000000 1.000000 
v -0.923879 0.382684 -1.000000 
v -1.000000 0.000001 -1.000000 
v 0.000000 0.000000 1.000000 
v -0.980785 0.195091 -1.000000 
v -0.980785 -0.195089 -1.000000 
v 0.000000 0.000000 1.000000 
v -1.000000 0.000001 -1.000000 
v -0.923880 -0.382683 -1.000000 
v 0.000000 0.000000 1.000000 
v -0.980785 -0.195089 -1.000000 
v -0.831470 -0.555570 -1.000000 
v 0.000000 0.000000 1.000000 
v -0.923880 -0.382683 -1.000000 
v -0.707107 -0.707106 -1.000000 
v 0.000000 0.000000 1.000000 
v -0.831470 -0.555570 -1.000000 
v -0.555571 -0.831469 -1.000000 
v 0.000000 0.000000 1.000000 
v -0.707107 -0.707106 -1.000000 
v -0.382684 -0.923879 -1.000000 
v 0.000000 0.000000 1.000000 
v -0.555571 -0.831469 -1.000000 
v -0.195091 -0.980785 -1.000000 
v 0.000000 0.000000 1.000000 
v -0.382684 -0.923879 -1.000000 
v -0.000000 -1.000000 -1.000000 
v 0.000000 0.000000 1.000000 
v -0.195091 -0.980785 -1.000000 
v 0.195090 -0.980785 -1.000000 
v 0.000000 0.000000 1.000000 
v -0.000000 -1.000000 -1.000000 
v 0.382683 -0.923880 -1.000000 
v 0.000000 0.000000 1.000000 
v 0.195090 -0.980785 -1.000000 
v 0.555570 -0.831470 -1.000000 
v 0.000000 0.000000 1.000000 
v 0.382683 -0.923880 -1.000000 
v 0.707107 -0.707107 -1.000000 
v 0.000000 0.000000 1.000000 
v 0.555570 -0.831470 -1.000000 
v 0.831470 -0.555570 -1.000000 
v 0.000000 0.000000 1.000000 
v 0.707107 -0.707107 -1.000000 
v 0.923880 -0.382683 -1.000000 
v 0.000000 0.000000 1.000000 
v 0.831470 -0.555570 -1.000000 
v 0.980785 -0.195090 -1.000000 
v 0.000000 0.000000 1.000000 
v 0.923880 -0.382683 -1.000000 
v 1.000000 0.000000 -1.000000 
v 0.000000 0.000000 1.000000 
v 0.980785 -0.195090 -1.000000 
v 0.980785 0.195090 -1.000000 
v 0.000000 0.000000 1.000000 
v 1.000000 0.000000 -1.000000 
v 0.923880 0.382683 -1.000000 
v 0.000000 0.000000 1.000000 
