v 0.406648 -1.000890 -0.371368 
v 1.406648 -1.000890 -0.371368 
v 1.331344 -1.927138 -0.264057 
v 1.331344 -1.927138 -0.264057 
v 0.406648 -1.927138 -0.264057 
v 0.406648 -1.000890 -0.371368 
v 1.406648 0.000000 0.000000 
v 1.406648 0.999997 -0.002389 
v 1.406648 1.000890 0.371368 
v 1.406648 1.000890 0.371368 
v 1.406648 0.000893 0.373757 
v 1.406648 0.000000 0.000000 
v 1.406648 -0.999997 0.002389 
v 1.406648 -0.999104 0.376146 
v 1.331344 -1.925352 0.162162 
v 1.331344 -1.925352 0.162162 
v 1.331344 -1.926245 0.004602 
v 1.406648 -0.999997 0.002389 
v 1.406648 -0.999104 0.376146 
v 0.406648 -0.999104 0.376146 
v 0.406648 -1.925352 0.162162 
v 0.406648 -1.925352 0.162162 
v 1.331344 -1.925352 0.162162 
v 1.406648 -0.999104 0.376146 
v 1.331344 -1.926245 0.004602 
v 1.331344 -1.925352 0.162162 
v 1.143083 -3.920919 0.072921 
v 1.143083 -3.920919 0.072921 
v 1.143083 -3.921812 0.008822 
v 1.331344 -1.926245 0.004602 
v 1.406649 0.999104 -0.376146 
v 1.406649 -0.000893 -0.373757 
v 0.406648 -0.000893 -0.373757 
v 0.406648 -0.000893 -0.373757 
v 0.406648 0.999104 -0.376146 
v 1.406649 0.999104 -0.376146 
v 1.406649 -0.000893 -0.373757 
v 1.406648 -1.000890 -0.371368 
v 0.406648 -1.000890 -0.371368 
v 0.406648 -1.000890 -0.371368 
v 0.406648 -0.000893 -0.373757 
v 1.406649 -0.000893 -0.373757 
v 1.406648 -1.000890 -0.371368 
v 1.406648 -0.999997 0.002389 
v 1.331344 -1.926245 0.004602 
v 1.331344 -1.926245 0.004602 
v 1.331344 -1.927138 -0.264057 
v 1.406648 -1.000890 -0.371368 
v 1.406648 -0.999104 0.376146 
v 1.406648 0.000893 0.373757 
v 0.406648 0.000893 0.373757 
v 0.406648 0.000893 0.373757 
v 0.406648 -0.999104 0.376146 
v 1.406648 -0.999104 0.376146 
v 1.406648 0.000893 0.373757 
v 1.406648 1.000890 0.371368 
v 0.406648 1.000890 0.371368 
v 0.406648 1.000890 0.371368 
v 0.406648 0.000893 0.373757 
v 1.406648 0.000893 0.373757 
v 1.406648 -0.999997 0.002389 
v 1.406648 0.000000 0.000000 
v 1.406648 0.000893 0.373757 
v 1.406648 0.000893 0.373757 
v 1.406648 -0.999104 0.376146 
v 1.406648 -0.999997 0.002389 
v 1.406648 -1.000890 -0.371368 
v 1.406649 -0.000893 -0.373757 
v 1.406648 0.000000 0.000000 
v 1.406648 0.000000 0.000000 
v 1.406648 -0.999997 0.002389 
v 1.406648 -1.000890 -0.371368 
v 1.406649 -0.000893 -0.373757 
v 1.406649 0.999104 -0.376146 
v 1.406648 0.999997 -0.002389 
v 1.406648 0.999997 -0.002389 
v 1.406648 0.000000 0.000000 
v 1.406649 -0.000893 -0.373757 
v 1.143083 -3.921812 0.008822 
v 1.143083 -3.920919 0.072921 
v 0.406648 -3.845615 0.072791 
v 0.406648 -3.845615 0.072791 
v 0.406648 -3.846508 0.008692 
v 1.143083 -3.921812 0.008822 
v 1.143083 -3.828176 -0.104641 
v 1.143083 -3.921812 0.008822 
v 0.406648 -3.846508 0.008692 
v 0.406648 -3.846508 0.008692 
v 0.406648 -3.752872 -0.104771 
v 1.143083 -3.828176 -0.104641 
v 1.331344 -1.927138 -0.264057 
v 1.331344 -1.926245 0.004602 
v 1.143083 -3.921812 0.008822 
v 1.143083 -3.921812 0.008822 
v 1.143083 -3.828176 -0.104641 
v 1.331344 -1.927138 -0.264057 
v 0.406648 -1.927138 -0.264057 
v 1.331344 -1.927138 -0.264057 
v 1.143083 -3.828176 -0.104641 
v 1.143083 -3.828176 -0.104641 
v 0.406648 -3.752872 -0.104771 
v 0.406648 -1.927138 -0.264057 
v 1.331344 -1.925352 0.162162 
v 0.406648 -1.925352 0.162162 
v 0.406648 -3.845615 0.072791 
v 0.406648 -3.845615 0.072791 
v 1.143083 -3.920919 0.072921 
v 1.331344 -1.925352 0.162162 
v 0.406648 1.000890 0.371368 
v 1.406648 1.000890 0.371368 
v 1.406648 1.000890 0.371368 
v 1.406648 1.000890 0.371368 
v 0.406648 1.000890 0.371368 
v 0.406648 1.000890 0.371368 
v 1.406649 0.999104 -0.376146 
v 0.406648 0.999104 -0.376146 
v 0.406648 0.999104 -0.376146 
v 0.406648 0.999104 -0.376146 
v 1.406649 0.999104 -0.376146 
v 1.406649 0.999104 -0.376146 
v 1.406648 0.999997 -0.002389 
v 1.406649 0.999104 -0.376146 
v 1.406649 0.999104 -0.376146 
v 1.406649 0.999104 -0.376146 
v 1.406648 0.999997 -0.002389 
v 1.406648 0.999997 -0.002389 
v 1.406648 1.000890 0.371368 
v 1.406648 0.999997 -0.002389 
v 1.406648 0.999997 -0.002389 
v 1.406648 0.999997 -0.002389 
v 1.406648 1.000890 0.371368 
v 1.406648 1.000890 0.371368 
v 0.406648 1.000890 0.371368 
v 1.406648 1.000890 0.371368 
v 1.428437 1.484610 0.370213 
v 1.428437 1.484610 0.370213 
v 0.406648 1.484610 0.370213 
v 0.406648 1.000890 0.371368 
v 1.406649 0.999104 -0.376146 
v 0.406648 0.999104 -0.376146 
v 0.406648 1.482825 -0.377301 
v 0.406648 1.482825 -0.377301 
v 1.428438 1.482825 -0.377301 
v 1.406649 0.999104 -0.376146 
v 1.406648 0.999997 -0.002389 
v 1.406649 0.999104 -0.376146 
v 1.428438 1.482825 -0.377301 
v 1.428438 1.482825 -0.377301 
v 1.428437 1.483718 -0.003544 
v 1.406648 0.999997 -0.002389 
v 1.406648 1.000890 0.371368 
v 1.406648 0.999997 -0.002389 
v 1.428437 1.483718 -0.003544 
v 1.428437 1.483718 -0.003544 
v 1.428437 1.484610 0.370213 
v 1.406648 1.000890 0.371368 
v 0.406648 1.484610 0.370213 
v 1.428437 1.484610 0.370213 
v 1.403285 2.708001 0.259497 
v 1.403285 2.708001 0.259497 
v 0.406648 2.708001 0.259497 
v 0.406648 1.484610 0.370213 
v 1.428438 1.482825 -0.377301 
v 0.406648 1.482825 -0.377301 
v 0.406648 2.706731 -0.272432 
v 0.406648 2.706731 -0.272432 
v 1.403285 2.706731 -0.272432 
v 1.428438 1.482825 -0.377301 
v 1.428437 1.483718 -0.003544 
